id_con;codigo;estado;utilizado;id_loc
43;9660051492470850000;A;0;114
43;7033811492470850000;A;0;114
43;8294211492470850000;A;0;114
43;8791441492470850000;A;0;114
43;5395371492470850000;A;0;114
43;8636701492470850000;A;0;114
43;4536701492470850000;A;0;114
43;3466291492470850000;A;0;114
43;8268371492470850000;A;0;114
43;8339011492470850000;A;0;114
43;9091751492470850000;A;0;114
43;7189441492470850000;A;0;114
43;3844481492470850000;A;0;114
43;9115511492470850000;A;0;114
43;4255461492470850000;A;0;114
43;9762631492470850000;A;0;114
43;1233181492470850000;A;0;114
43;5080831492470850000;A;0;114
43;3651781492470850000;A;0;114
43;1464791492470850000;A;0;114
43;7781871492470850000;A;0;114
43;6017301492470850000;A;0;114
43;8985741492470850000;A;0;114
43;3055501492470850000;A;0;114
43;1030381492470850000;A;0;114
43;4311451492470850000;A;0;114
43;2353711492470850000;A;0;114
43;9134011492470850000;A;0;114
43;4703821492470850000;A;0;114
43;1945061492470850000;A;0;114
43;8292681492470850000;A;0;114
43;4363881492470850000;A;0;114
43;8978861492470850000;A;0;114
43;6586901492470850000;A;0;114
43;3155321492470850000;A;0;114
43;4374241492470850000;A;0;114
43;5223601492470850000;A;0;114
43;7692011492470850000;A;0;114
43;7840521492470850000;A;0;114
43;3491981492470850000;A;0;114
43;6031031492470850000;A;0;114
43;6932281492470850000;A;0;114
43;681431492470855000;A;0;114
43;9875501492470850000;A;0;114
43;6047801492470850000;A;0;114
43;4936881492470850000;A;0;114
43;9638141492470850000;A;0;114
43;7280971492470850000;A;0;114
43;17721492470855100;A;0;114
43;3289921492470850000;A;0;114
43;8745761492470850000;A;0;114
43;7799591492470850000;A;0;114
43;9307221492470850000;A;0;114
43;7731501492470850000;A;0;114
43;855091492470855000;A;0;114
43;337601492470855000;A;0;114
43;2042961492470850000;A;0;114
43;3208801492470850000;A;0;114
43;9471611492470850000;A;0;114
43;6746771492470850000;A;0;114
43;5153851492470850000;A;0;114
43;7764291492470850000;A;0;114
43;1110651492470850000;A;0;114
43;4132721492470850000;A;0;114
43;4351201492470850000;A;0;114
43;4265961492470850000;A;0;114
43;8506961492470850000;A;0;114
43;9574801492470850000;A;0;114
43;1957981492470850000;A;0;114
43;6347481492470850000;A;0;114
43;3066781492470850000;A;0;114
43;7989001492470850000;A;0;114
43;3279761492470850000;A;0;114
43;3748211492470850000;A;0;114
43;7864511492470850000;A;0;114
43;9327551492470850000;A;0;114
43;8685081492470850000;A;0;114
43;7502651492470850000;A;0;114
43;6608531492470850000;A;0;114
43;8702801492470850000;A;0;114
43;792581492470855000;A;0;114
43;5354301492470850000;A;0;114
43;6502391492470850000;A;0;114
43;99801492470855100;A;0;114
43;3085811492470850000;A;0;114
43;7357481492470850000;A;0;114
43;437401492470855000;A;0;114
43;5128761492470850000;A;0;114
43;566281492470855000;A;0;114
43;9909001492470850000;A;0;114
43;1875531492470850000;A;0;114
43;5720131492470850000;A;0;114
43;7673301492470850000;A;0;114
43;2986181492470850000;A;0;114
43;9852851492470850000;A;0;114
43;2024501492470850000;A;0;114
43;7252131492470850000;A;0;114
43;8359811492470850000;A;0;114
43;1599301492470850000;A;0;114
43;9210111492470850000;A;0;114
43;4707291492470850000;A;0;114
43;4666081492470850000;A;0;114
43;7199111492470850000;A;0;114
43;7987051492470850000;A;0;114
43;8414281492470850000;A;0;114
43;5063631492470850000;A;0;114
43;7314611492470850000;A;0;114
43;7099371492470850000;A;0;114
43;2566291492470850000;A;0;114
43;3923151492470850000;A;0;114
43;5802171492470850000;A;0;114
43;3358861492470850000;A;0;114
43;9277441492470850000;A;0;114
43;2304571492470850000;A;0;114
43;3458661492470850000;A;0;114
43;2363251492470850000;A;0;114
43;9662041492470850000;A;0;114
43;3896051492470850000;A;0;114
43;7492001492470850000;A;0;114
43;228331492470855000;A;0;114
43;3805061492470850000;A;0;114
43;9367531492470850000;A;0;114
43;5948451492470850000;A;0;114
43;1478371492470850000;A;0;114
43;2353711492470850000;A;0;114
43;5801311492470850000;A;0;114
43;3502861492470850000;A;0;114
43;9605841492470850000;A;0;114
43;4161121492470850000;A;0;114
43;5102161492470850000;A;0;114
43;8815951492470850000;A;0;114
43;8868411492470850000;A;0;114
43;9768241492470850000;A;0;114
43;6015071492470850000;A;0;114
43;6855471492470850000;A;0;114
43;8182531492470850000;A;0;114
43;1078711492470850000;A;0;114
43;4170091492470850000;A;0;114
43;5281901492470850000;A;0;114
43;3644991492470850000;A;0;114
43;8093231492470850000;A;0;114
43;1084081492470850000;A;0;114
43;7003851492470850000;A;0;114
43;7370681492470850000;A;0;114
43;3388651492470850000;A;0;114
43;462511492470855000;A;0;114
43;9733921492470850000;A;0;114
43;3050701492470850000;A;0;114
43;4358561492470850000;A;0;114
43;7225931492470850000;A;0;114
43;3279021492470850000;A;0;114
43;8163621492470850000;A;0;114
43;6593471492470850000;A;0;114
43;9227471492470850000;A;0;114
43;9641981492470850000;A;0;114
43;8947181492470850000;A;0;114
43;5028781492470850000;A;0;114
43;3144851492470850000;A;0;114
43;8553021492470850000;A;0;114
43;9189901492470850000;A;0;114
43;8247011492470850000;A;0;114
43;7368981492470850000;A;0;114
43;8058321492470850000;A;0;114
43;8015251492470850000;A;0;114
43;3384061492470850000;A;0;114
43;4913801492470850000;A;0;114
43;6197781492470850000;A;0;114
43;4462761492470850000;A;0;114
43;9083881492470850000;A;0;114
43;1479691492470850000;A;0;114
43;8107751492470850000;A;0;114
43;7177121492470850000;A;0;114
43;2563771492470850000;A;0;114
43;5111601492470850000;A;0;114
43;4547801492470850000;A;0;114
43;5952411492470850000;A;0;114
43;5574111492470850000;A;0;114
43;4281731492470850000;A;0;114
43;9003101492470850000;A;0;114
43;9932661492470850000;A;0;114
43;1507661492470850000;A;0;114
43;2282131492470850000;A;0;114
43;8096291492470850000;A;0;114
43;8101131492470850000;A;0;114
43;1509601492470850000;A;0;114
43;7738271492470850000;A;0;114
43;7048311492470850000;A;0;114
43;6538381492470850000;A;0;114
43;883121492470855000;A;0;114
43;5601341492470850000;A;0;114
43;5728291492470850000;A;0;114
43;9130121492470850000;A;0;114
43;2970331492470850000;A;0;114
43;3786611492470850000;A;0;114
43;7145371492470850000;A;0;114
43;6354381492470850000;A;0;114
43;8700401492470850000;A;0;114
43;3343161492470850000;A;0;114
43;817151492470855000;A;0;114
43;7784291492470850000;A;0;114
43;4822841492470850000;A;0;114
43;8924891492470850000;A;0;114
43;4961411492470850000;A;0;114
43;7386601492470850000;A;0;114
43;4036501492470850000;A;0;114
43;9509201492470850000;A;0;114
43;3339021492470850000;A;0;114
43;9610601492470850000;A;0;114
43;3790931492470850000;A;0;114
43;2342121492470850000;A;0;114
43;9543271492470850000;A;0;114
43;5298591492470850000;A;0;114
43;4624241492470850000;A;0;114
43;7639561492470850000;A;0;114
43;3399731492470850000;A;0;114
43;6133841492470850000;A;0;114
43;5377841492470850000;A;0;114
43;448041492470855000;A;0;114
43;2672221492470850000;A;0;114
43;6260951492470850000;A;0;114
43;6049381492470850000;A;0;114
43;8400501492470850000;A;0;114
43;5391081492470850000;A;0;114
43;9019701492470850000;A;0;114
43;2187121492470850000;A;0;114
43;2536461492470850000;A;0;114
43;5374091492470850000;A;0;114
43;887531492470855000;A;0;114
43;5879611492470850000;A;0;114
43;6191231492470850000;A;0;114
43;8671811492470850000;A;0;114
43;702461492470855000;A;0;114
43;5116131492470850000;A;0;114
43;3633231492470850000;A;0;114
43;8089061492470850000;A;0;114
43;9152631492470850000;A;0;114
43;3142431492470850000;A;0;114
43;1428081492470850000;A;0;114
43;8763241492470850000;A;0;114
43;6933361492470850000;A;0;114
43;3770201492470850000;A;0;114
43;8306521492470850000;A;0;114
43;2231961492470850000;A;0;114
43;8394441492470850000;A;0;114
43;5946091492470850000;A;0;114
43;5631681492470850000;A;0;114
43;4528281492470850000;A;0;114
43;1323931492470850000;A;0;114
43;6079711492470850000;A;0;114
43;7200501492470850000;A;0;114
43;7584881492470850000;A;0;114
43;2129091492470850000;A;0;114
43;5601011492470850000;A;0;114
43;2975961492470850000;A;0;114
43;1148801492470850000;A;0;114
43;7788131492470850000;A;0;114
43;5512411492470850000;A;0;114
43;6522881492470850000;A;0;114
43;8675651492470850000;A;0;114
43;1392031492470850000;A;0;114
43;2714111492470850000;A;0;114
43;7347471492470850000;A;0;114
43;2094481492470850000;A;0;114
43;7830241492470850000;A;0;114
43;980701492470855000;A;0;114
43;183541492470855000;A;0;114
43;6982871492470850000;A;0;114
43;4123121492470850000;A;0;114
43;1611611492470850000;A;0;114
43;5746121492470850000;A;0;114
43;1056491492470850000;A;0;114
43;5381811492470850000;A;0;114
43;4052641492470850000;A;0;114
43;3288441492470850000;A;0;114
43;3776251492470850000;A;0;114
43;9998721492470850000;A;0;114
43;8920111492470850000;A;0;114
43;8304531492470850000;A;0;114
43;1322651492470850000;A;0;114
43;4999831492470850000;A;0;114
43;5505031492470850000;A;0;114
43;8907521492470850000;A;0;114
43;7128921492470850000;A;0;114
43;1106041492470850000;A;0;114
43;1883491492470850000;A;0;114
43;8277711492470850000;A;0;114
43;8894161492470850000;A;0;114
43;7395891492470850000;A;0;114
43;4800591492470850000;A;0;114
43;7569821492470850000;A;0;114
43;8787911492470850000;A;0;114
43;7514701492470850000;A;0;114
43;4917291492470850000;A;0;114
43;882401492470855000;A;0;114
43;5344951492470850000;A;0;114
43;5897981492470850000;A;0;114
43;1065931492470850000;A;0;114
43;2327831492470850000;A;0;114
43;21111492470855300;A;0;114
43;2677541492470850000;A;0;114
43;8073941492470850000;A;0;114
43;1077591492470850000;A;0;114
43;8059341492470850000;A;0;114
43;2126581492470850000;A;0;114
43;4366021492470850000;A;0;114
43;1835601492470850000;A;0;114
43;2125301492470850000;A;0;114
43;3286141492470850000;A;0;114
43;140131492470855000;A;0;114
43;3447951492470850000;A;0;114
43;8285961492470850000;A;0;114
43;5645151492470850000;A;0;114
43;2355471492470850000;A;0;114
43;5414881492470850000;A;0;114
43;6751191492470850000;A;0;114
43;4238951492470850000;A;0;114
43;3692591492470850000;A;0;114
43;5645361492470850000;A;0;114
43;1634851492470850000;A;0;114
43;8493181492470850000;A;0;114
43;3215191492470850000;A;0;114
43;422771492470856000;A;0;114
43;6007891492470850000;A;0;114
43;8132471492470850000;A;0;114
43;1305161492470850000;A;0;114
43;1352841492470850000;A;0;114
43;4030451492470850000;A;0;114
43;2371091492470850000;A;0;114
43;3680661492470850000;A;0;114
43;4051561492470850000;A;0;114
43;5048621492470850000;A;0;114
43;1754601492470850000;A;0;114
43;5129141492470850000;A;0;114
43;3107971492470850000;A;0;114
43;3881171492470850000;A;0;114
43;9495161492470850000;A;0;114
43;4943561492470850000;A;0;114
43;6006471492470850000;A;0;114
43;2781301492470850000;A;0;114
43;5083681492470850000;A;0;114
43;9454411492470850000;A;0;114
43;1067271492470850000;A;0;114
43;728841492470856000;A;0;114
43;1809891492470850000;A;0;114
43;6482141492470850000;A;0;114
43;7480031492470850000;A;0;114
43;6048841492470850000;A;0;114
43;174741492470856000;A;0;114
43;3125391492470850000;A;0;114
43;7683691492470850000;A;0;114
43;8667921492470850000;A;0;114
43;6340571492470850000;A;0;114
43;8106451492470850000;A;0;114
43;4675811492470850000;A;0;114
43;4473051492470850000;A;0;114
43;9411601492470850000;A;0;114
43;6028641492470850000;A;0;114
43;8503501492470850000;A;0;114
43;1782701492470850000;A;0;114
43;9709291492470850000;A;0;114
43;2555061492470850000;A;0;114
43;6831321492470850000;A;0;114
43;1463901492470850000;A;0;114
43;7684201492470850000;A;0;114
43;9939281492470850000;A;0;114
43;5345061492470850000;A;0;114
43;7179361492470850000;A;0;114
43;4882851492470850000;A;0;114
43;1351541492470850000;A;0;114
43;9960661492470850000;A;0;114
43;9966531492470850000;A;0;114
43;805961492470856000;A;0;114
43;1027931492470850000;A;0;114
43;695381492470856000;A;0;114
43;2615841492470850000;A;0;114
43;7510071492470850000;A;0;114
43;8175401492470850000;A;0;114
43;8664681492470850000;A;0;114
43;7684801492470850000;A;0;114
43;1300801492470850000;A;0;114
43;6348371492470850000;A;0;114
43;6352721492470850000;A;0;114
43;7641371492470850000;A;0;114
43;4454821492470850000;A;0;114
43;1028531492470850000;A;0;114
43;2114421492470850000;A;0;114
43;3866431492470850000;A;0;114
43;7057171492470850000;A;0;114
43;617931492470856000;A;0;114
43;5649121492470850000;A;0;114
43;6766461492470850000;A;0;114
43;3172981492470850000;A;0;114
43;2480441492470850000;A;0;114
43;8230351492470850000;A;0;114
43;857181492470856000;A;0;114
43;2419731492470850000;A;0;114
43;3575421492470850000;A;0;114
43;8036541492470850000;A;0;114
43;7302581492470850000;A;0;114
43;4926961492470850000;A;0;114
43;7997201492470850000;A;0;114
43;7269111492470850000;A;0;114
43;5732911492470850000;A;0;114
43;9025131492470850000;A;0;114
43;7964481492470850000;A;0;114
43;8348751492470850000;A;0;114
43;6535201492470850000;A;0;114
43;6139891492470850000;A;0;114
43;7013431492470850000;A;0;114
43;4220011492470850000;A;0;114
43;7440681492470850000;A;0;114
43;3361801492470850000;A;0;114
43;572731492470856000;A;0;114
43;5082051492470850000;A;0;114
43;7816611492470850000;A;0;114
43;1601261492470850000;A;0;114
43;7196471492470850000;A;0;114
43;1683051492470850000;A;0;114
43;8658421492470850000;A;0;114
43;7814391492470850000;A;0;114
43;7332171492470850000;A;0;114
43;5424891492470850000;A;0;114
43;987381492470856000;A;0;114
43;9812611492470850000;A;0;114
43;3655251492470850000;A;0;114
43;1844561492470850000;A;0;114
43;2232351492470850000;A;0;114
43;7230671492470850000;A;0;114
43;9881091492470850000;A;0;114
43;9534921492470850000;A;0;114
43;2157641492470850000;A;0;114
43;7878301492470850000;A;0;114
43;6804041492470850000;A;0;114
43;7890541492470850000;A;0;114
43;6903431492470850000;A;0;114
43;4768531492470850000;A;0;114
43;6239291492470850000;A;0;114
43;3438631492470850000;A;0;114
43;908421492470856000;A;0;114
43;3252721492470850000;A;0;114
43;7658631492470850000;A;0;114
43;8349101492470850000;A;0;114
43;6614521492470850000;A;0;114
43;8231361492470850000;A;0;114
43;3431161492470850000;A;0;114
43;4431141492470850000;A;0;114
43;9832621492470850000;A;0;114
43;627631492470856000;A;0;114
43;6114181492470850000;A;0;114
43;8491051492470850000;A;0;114
43;8442021492470850000;A;0;114
43;3446361492470850000;A;0;114
43;3915951492470850000;A;0;114
43;9429391492470850000;A;0;114
43;3258971492470850000;A;0;114
43;7571191492470850000;A;0;114
43;1273951492470850000;A;0;114
43;5491311492470850000;A;0;114
43;4801871492470850000;A;0;114
43;1155051492470850000;A;0;114
43;5026231492470850000;A;0;114
43;6959501492470850000;A;0;114
43;9033341492470850000;A;0;114
43;1830281492470850000;A;0;114
43;4850051492470850000;A;0;114
43;5936771492470850000;A;0;114
43;6598801492470850000;A;0;114
43;1089341492470850000;A;0;114
43;9375401492470850000;A;0;114
43;7507221492470850000;A;0;114
43;4342061492470850000;A;0;114
43;7034041492470850000;A;0;114
43;5856321492470850000;A;0;114
43;956581492470856000;A;0;114
43;5265411492470850000;A;0;114
43;9287471492470850000;A;0;114
43;5387721492470850000;A;0;114
43;5098031492470850000;A;0;114
43;9915101492470850000;A;0;114
43;1501901492470850000;A;0;114
43;3589091492470850000;A;0;114
43;8357131492470850000;A;0;114
43;4948251492470850000;A;0;114
43;7505031492470850000;A;0;114
43;7786531492470850000;A;0;114
43;8207221492470850000;A;0;114
43;5076231492470850000;A;0;114
43;9060481492470850000;A;0;114
43;3698531492470850000;A;0;114
43;9878091492470850000;A;0;114
43;215531492470856000;A;0;114
43;8724761492470850000;A;0;114
43;6837601492470850000;A;0;114
43;9248861492470850000;A;0;114
43;555041492470856000;A;0;114
43;1687651492470850000;A;0;114
43;5185641492470850000;A;0;114
43;7153841492470850000;A;0;114
43;2776991492470850000;A;0;114
43;4561051492470850000;A;0;114
43;4661061492470850000;A;0;114
43;7119041492470850000;A;0;114
43;1595101492470850000;A;0;114
43;517391492470856000;A;0;114
43;8075621492470850000;A;0;114
43;6860501492470850000;A;0;114
43;9804861492470850000;A;0;114
43;3463341492470850000;A;0;114
43;1958541492470850000;A;0;114
43;9719971492470850000;A;0;114
43;4965241492470850000;A;0;114
43;5547621492470850000;A;0;114
43;8077101492470850000;A;0;114
43;9913491492470850000;A;0;114
43;3052651492470850000;A;0;114
43;5863641492470850000;A;0;114
43;8120711492470850000;A;0;114
43;8128871492470850000;A;0;114
43;4924121492470850000;A;0;114
43;1819251492470850000;A;0;114
43;8006971492470850000;A;0;114
43;5139641492470850000;A;0;114
43;544011492470856000;A;0;114
43;4844571492470850000;A;0;114
43;4388511492470850000;A;0;114
43;1099051492470850000;A;0;114
43;6532221492470850000;A;0;114
43;9574151492470850000;A;0;114
43;8252891492470850000;A;0;114
43;9309201492470850000;A;0;114
43;4135211492470850000;A;0;114
43;2913961492470850000;A;0;114
43;6428251492470850000;A;0;114
43;5730301492470850000;A;0;114
43;3431341492470850000;A;0;114
43;4503881492470850000;A;0;114
43;2590811492470850000;A;0;114
43;3236211492470850000;A;0;114
43;7967221492470850000;A;0;114
43;4549341492470850000;A;0;114
43;2956181492470850000;A;0;114
43;2932471492470850000;A;0;114
43;96971492470856600;A;0;114
43;1033291492470850000;A;0;114
43;2845961492470850000;A;0;114
43;3149611492470850000;A;0;114
43;6896921492470850000;A;0;114
43;966671492470856000;A;0;114
43;1278491492470850000;A;0;114
43;1821051492470850000;A;0;114
43;2785921492470850000;A;0;114
43;9285451492470850000;A;0;114
43;6960681492470850000;A;0;114
43;3329921492470850000;A;0;114
43;4130031492470850000;A;0;114
43;1349201492470850000;A;0;114
43;4428971492470850000;A;0;114
43;662261492470856000;A;0;114
43;923361492470856000;A;0;114
43;2681861492470850000;A;0;114
43;9971461492470850000;A;0;114
43;5058561492470850000;A;0;114
43;5595811492470850000;A;0;114
43;6399711492470850000;A;0;114
43;788871492470856000;A;0;114
43;9027141492470850000;A;0;114
43;903601492470856000;A;0;114
43;3379671492470850000;A;0;114
43;2263361492470850000;A;0;114
43;8870811492470850000;A;0;114
43;7929011492470850000;A;0;114
43;5219531492470850000;A;0;114
43;1803281492470850000;A;0;114
43;8025971492470850000;A;0;114
43;6252821492470850000;A;0;114
43;4649241492470850000;A;0;114
43;1175591492470850000;A;0;114
43;3149751492470850000;A;0;114
43;5615911492470850000;A;0;114
43;2454071492470850000;A;0;114
43;4970791492470850000;A;0;114
43;8401821492470850000;A;0;114
43;1739531492470850000;A;0;114
43;1931481492470850000;A;0;114
43;1731741492470850000;A;0;114
43;5869561492470850000;A;0;114
43;3280681492470850000;A;0;114
43;6160711492470850000;A;0;114
43;6531811492470850000;A;0;114
43;4204031492470850000;A;0;114
43;8842561492470850000;A;0;114
43;6503271492470850000;A;0;114
43;9262591492470850000;A;0;114
43;4438371492470850000;A;0;114
43;2902991492470850000;A;0;114
43;51471492470856600;A;0;114
43;3465521492470850000;A;0;114
43;3806581492470850000;A;0;114
43;3431131492470850000;A;0;114
43;5728871492470850000;A;0;114
43;2677401492470850000;A;0;114
43;1360151492470850000;A;0;114
43;948411492470856000;A;0;114
43;4480681492470850000;A;0;114
43;9386121492470850000;A;0;114
43;7201231492470850000;A;0;114
43;9129911492470850000;A;0;114
43;561711492470856000;A;0;114
43;350981492470856000;A;0;114
43;4745821492470850000;A;0;114
43;3015771492470850000;A;0;114
43;5321771492470850000;A;0;114
43;3147641492470850000;A;0;114
43;4755301492470850000;A;0;114
43;7253251492470850000;A;0;114
43;4879381492470850000;A;0;114
43;624861492470856000;A;0;114
43;533931492470856000;A;0;114
43;1040091492470850000;A;0;114
43;7156661492470850000;A;0;114
43;4737961492470850000;A;0;114
43;9882641492470850000;A;0;114
43;3659941492470850000;A;0;114
43;4000551492470850000;A;0;114
43;4321021492470850000;A;0;114
43;6562921492470850000;A;0;114
43;4052011492470850000;A;0;114
43;7786531492470850000;A;0;114
43;369501492470856000;A;0;114
43;7483141492470850000;A;0;114
43;3515411492470850000;A;0;114
43;3046901492470850000;A;0;114
43;8843291492470850000;A;0;114
43;4463821492470850000;A;0;114
43;7527571492470850000;A;0;114
43;8229411492470850000;A;0;114
43;1665051492470850000;A;0;114
43;6657481492470850000;A;0;114
43;8791111492470850000;A;0;114
43;2016031492470850000;A;0;114
43;1403311492470850000;A;0;114
43;1806891492470850000;A;0;114
43;7337801492470850000;A;0;114
43;4550941492470850000;A;0;114
43;6562181492470850000;A;0;114
43;4591051492470850000;A;0;114
43;9430321492470850000;A;0;114
43;7187041492470850000;A;0;114
43;5124981492470850000;A;0;114
43;470411492470856000;A;0;114
43;4343701492470850000;A;0;114
43;9862931492470850000;A;0;114
43;353061492470856000;A;0;114
43;8003631492470850000;A;0;114
43;3863491492470850000;A;0;114
43;4674071492470850000;A;0;114
43;4566561492470850000;A;0;114
43;7915501492470850000;A;0;114
43;2460611492470850000;A;0;114
43;4936061492470850000;A;0;114
43;5398651492470850000;A;0;114
43;5976021492470850000;A;0;114
43;7982951492470850000;A;0;114
43;4241941492470850000;A;0;114
43;439841492470856000;A;0;114
43;5510521492470850000;A;0;114
43;2471351492470850000;A;0;114
43;2104891492470850000;A;0;114
43;2168011492470850000;A;0;114
43;1262471492470850000;A;0;114
43;4120911492470850000;A;0;114
43;3571311492470850000;A;0;114
43;3069361492470850000;A;0;114
43;1458721492470850000;A;0;114
43;8122251492470850000;A;0;114
43;9631531492470850000;A;0;114
43;6049771492470850000;A;0;114
43;7552571492470850000;A;0;114
43;6818571492470850000;A;0;114
43;1174751492470850000;A;0;114
43;8022981492470850000;A;0;114
43;1162281492470850000;A;0;114
43;1037691492470850000;A;0;114
43;8376031492470850000;A;0;114
43;9165911492470850000;A;0;114
43;4901171492470850000;A;0;114
43;3050101492470850000;A;0;114
43;3732471492470850000;A;0;114
43;2816681492470850000;A;0;114
43;5510711492470850000;A;0;114
43;8668521492470850000;A;0;114
43;8215321492470850000;A;0;114
43;1486731492470850000;A;0;114
43;6651471492470850000;A;0;114
43;2457261492470850000;A;0;114
43;1926561492470850000;A;0;114
43;2162001492470850000;A;0;114
43;4928611492470850000;A;0;114
43;4031451492470850000;A;0;114
43;4330011492470850000;A;0;114
43;6191081492470850000;A;0;114
43;8152361492470850000;A;0;114
43;7901311492470850000;A;0;114
43;9260431492470850000;A;0;114
43;9611071492470850000;A;0;114
43;6023571492470850000;A;0;114
43;8891971492470850000;A;0;114
43;5660841492470850000;A;0;114
43;3576141492470850000;A;0;114
43;5710551492470850000;A;0;114
43;6835581492470850000;A;0;114
43;1599131492470850000;A;0;114
43;6872821492470850000;A;0;114
43;7873271492470850000;A;0;114
43;9975151492470850000;A;0;114
43;6038731492470850000;A;0;114
43;2774441492470850000;A;0;114
43;3025251492470850000;A;0;114
43;9771201492470850000;A;0;114
43;5591121492470850000;A;0;114
43;8535961492470850000;A;0;114
43;8439721492470850000;A;0;114
43;3806441492470850000;A;0;114
43;22691492470856800;A;0;114
43;5091201492470850000;A;0;114
43;6263701492470850000;A;0;114
43;1949251492470850000;A;0;114
43;7253201492470850000;A;0;114
43;1192311492470850000;A;0;114
43;5980691492470850000;A;0;114
43;1583211492470850000;A;0;114
43;7383391492470850000;A;0;114
43;4133051492470850000;A;0;114
43;9484521492470850000;A;0;114
43;6643821492470850000;A;0;114
43;3744131492470850000;A;0;114
43;5508091492470850000;A;0;114
43;5535791492470850000;A;0;114
43;9404971492470850000;A;0;114
43;9084231492470850000;A;0;114
43;1246341492470850000;A;0;114
43;6240561492470850000;A;0;114
43;683361492470856000;A;0;114
43;8119161492470850000;A;0;114
43;4113831492470850000;A;0;114
43;658511492470856000;A;0;114
43;4157901492470850000;A;0;114
43;6888271492470850000;A;0;114
43;3683761492470850000;A;0;114
43;3929101492470850000;A;0;114
43;2479391492470850000;A;0;114
43;2219731492470850000;A;0;114
43;2368831492470850000;A;0;114
43;6285821492470850000;A;0;114
43;2242411492470850000;A;0;114
43;7460021492470850000;A;0;114
43;2549521492470850000;A;0;114
43;4191661492470850000;A;0;114
43;4713231492470850000;A;0;114
43;3741831492470850000;A;0;114
43;172351492470856000;A;0;114
43;6296431492470850000;A;0;114
43;1125221492470850000;A;0;114
43;4305401492470850000;A;0;114
43;5780961492470850000;A;0;114
43;7769041492470850000;A;0;114
43;8049531492470850000;A;0;114
43;1289051492470850000;A;0;114
43;3304841492470850000;A;0;114
43;7454501492470850000;A;0;114
43;373291492470856000;A;0;114
43;4551171492470850000;A;0;114
43;3695061492470850000;A;0;114
43;1056651492470850000;A;0;114
43;2670331492470850000;A;0;114
43;7808881492470850000;A;0;114
43;1715161492470850000;A;0;114
43;6828231492470850000;A;0;114
43;4697151492470850000;A;0;114
43;5398921492470850000;A;0;114
43;757331492470856000;A;0;114
43;7176531492470850000;A;0;114
43;7618641492470850000;A;0;114
